image_path,annotation
E:\wei\glandular1536_20211217\images\TG2367491.svs_x7895_y19684_side1536.jpg,0 746 706 791 830;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x13193_y15532_side1536.jpg,0 716 725 821 811;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x21263_y6128_side1536.jpg,0 708 669 829 868;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x26193_y12160_side1536.jpg,0 718 718 819 819;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x39440_y10093_side1536.jpg,0 990 789 1098 881;0 427 660 558 744;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x33867_y16995_side1536.jpg,0 898 575 1050 660;0 94 436 283 523;0 497 835 629 1005;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x33086_y17032_side1536.jpg,0 875 399 1064 486;0 1278 798 1410 968;1 380 931 756 1258;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x22186_y17431_side1536.jpg,0 704 720 832 816;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x45805_y27513_side1536.jpg,0 726 710 811 827;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x45620_y28595_side1536.jpg,0 720 730 817 806;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x50810_y34141_side1536.jpg,0 669 731 867 806;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x49405_y34191_side1536.jpg,0 696 697 841 839;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x48584_y34598_side1536.jpg,0 730 729 807 808;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x31706_y45965_side1536.jpg,0 682 643 855 894;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x39224_y32219_side1536.jpg,0 1084 719 1171 856;0 765 459 895 648;0 339 963 480 1005;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x40686_y32483_side1536.jpg,0 674 716 863 820;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x17663_y21426_side1536.jpg,0 697 697 839 840;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x15489_y26519_side1536.jpg,0 708 741 829 795;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x11758_y35366_side1536.jpg,0 861 894 990 1059;0 531 494 693 628;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x26217_y52809_side1536.jpg,0 728 705 808 832;
E:\wei\glandular1536_20211217\images\TG2367491.svs_x9489_y32457_side1536.jpg,0 677 736 859 801;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x21660_y23197_side1536.jpg,0 573 548 658 644;0 883 806 961 898;0 594 892 664 989;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x20879_y22322_side1536.jpg,0 1354 1423 1439 1519;0 716 683 826 747;0 736 773 797 871;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x21113_y20997_side1536.jpg,0 733 725 803 811;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x16681_y18959_side1536.jpg,0 722 709 814 827;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x32374_y10031_side1536.jpg,0 740 712 797 824;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x33695_y9372_side1536.jpg,0 776 837 836 929;0 689 627 773 679;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x46493_y11442_side1536.jpg,0 704 718 832 819;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x27844_y21013_side1536.jpg,0 1064 681 1127 800;0 401 724 481 870;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x20546_y9972_side1536.jpg,0 958 759 1087 832;0 460 690 569 791;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x30947_y24697_side1536.jpg,0 770 636 859 727;0 661 796 784 913;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x25277_y33612_side1536.jpg,0 921 690 1006 729;0 825 693 922 732;0 539 759 609 894;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x39926_y27435_side1536.jpg,0 714 737 823 800;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x51613_y26574_side1536.jpg,0 681 724 855 812;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x38539_y24432_side1536.jpg,1 662 684 874 852;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x32731_y36539_side1536.jpg,0 726 747 810 789;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x38557_y33315_side1536.jpg,0 677 714 860 823;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x50297_y42128_side1536.jpg,0 764 776 888 828;0 637 698 783 770;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x38249_y43287_side1536.jpg,0 715 683 821 853;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x40876_y38113_side1536.jpg,0 722 695 814 841;0 1338 67 1405 151;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x15139_y26747_side1536.jpg,0 721 721 816 815;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x43508_y18510_side1536.jpg,0 729 735 808 802;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x40917_y41992_side1536.jpg,0 660 705 733 769;0 793 777 888 824;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x13920_y46947_side1536.jpg,0 713 722 823 815;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x16186_y39946_side1536.jpg,0 585 755 693 799;0 737 691 779 768;0 877 753 918 862;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x19705_y36485_side1536.jpg,1 753 713 784 824;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x20290_y40260_side1536.jpg,0 733 743 804 793;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x42087_y29634_side1536.jpg,0 732 709 804 827;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x38592_y28011_side1536.jpg,0 740 715 797 821;
E:\wei\glandular1536_20211217\images\TG2367511.svs_x32760_y27161_side1536.jpg,0 590 712 688 770;0 866 745 928 847;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x36976_y6416_side1536.jpg,0 861 667 969 783;0 559 726 683 898;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x36830_y22500_side1536.jpg,0 724 726 812 811;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x46626_y14555_side1536.jpg,0 717 745 819 791;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x15414_y15029_side1536.jpg,0 820 402 881 515;0 271 671 429 774;0 1127 687 1248 731;0 981 1029 1058 1129;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x16068_y14838_side1536.jpg,0 166 593 227 706;0 934 575 1073 700;0 473 878 594 922;0 327 1220 404 1320;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x4388_y19472_side1536.jpg,1 513 484 1024 1052;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x6903_y28373_side1536.jpg,0 711 730 825 807;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x20586_y42422_side1536.jpg,0 719 698 818 839;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x16336_y42099_side1536.jpg,0 697 732 839 804;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x30208_y27659_side1536.jpg,0 735 705 802 831;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x26224_y37902_side1536.jpg,0 716 712 821 824;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x24208_y42751_side1536.jpg,0 728 740 809 796;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x24621_y43727_side1536.jpg,0 739 704 797 832;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x42375_y36147_side1536.jpg,0 798 766 847 882;0 676 655 754 772;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x47483_y26646_side1536.jpg,0 737 717 800 819;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x23144_y46899_side1536.jpg,0 680 803 855 890;0 726 592 811 787;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x24199_y46313_side1536.jpg,0 703 722 834 815;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x31196_y48866_side1536.jpg,0 705 703 831 834;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x25877_y48430_side1536.jpg,0 740 703 797 834;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x30339_y34066_side1536.jpg,0 712 726 825 810;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x36546_y36546_side1536.jpg,0 730 705 807 831;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x42610_y38414_side1536.jpg,0 693 720 844 817;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x39857_y41292_side1536.jpg,0 882 758 956 848;0 524 655 711 811;
E:\wei\glandular1536_20211217\images\TG2367512.svs_x43235_y43884_side1536.jpg,0 442 719 589 839;0 991 569 1053 701;0 692 843 773 960;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x29226_y24676_side1536.jpg,0 950 710 999 803;0 1213 800 1270 920;0 997 704 1066 761;0 248 831 342 966;0 146 829 212 923;0 341 607 408 668;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x23720_y24651_side1536.jpg,0 615 841 687 935;0 844 598 928 698;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x22621_y24221_side1536.jpg,0 735 728 801 808;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x20703_y21839_side1536.jpg,0 777 707 840 791;0 681 750 775 825;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x24799_y21601_side1536.jpg,0 332 561 495 704;0 1079 837 1168 970;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x26553_y16994_side1536.jpg,0 391 712 442 771;0 1067 716 1173 875;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x32043_y13080_side1536.jpg,0 691 668 845 868;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x33453_y6402_side1536.jpg,0 721 683 815 853;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x18784_y27868_side1536.jpg,0 739 710 798 826;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x31424_y24336_side1536.jpg,0 749 709 788 827;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x31388_y15221_side1536.jpg,0 914 893 998 967;0 548 556 614 658;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x30559_y14979_side1536.jpg,0 1377 798 1443 900;0 629 616 789 677;0 70 828 182 951;0 186 648 275 720;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x35412_y15645_side1536.jpg,0 985 800 1055 907;0 536 554 596 639;0 633 618 697 723;0 479 905 554 975;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x36826_y15857_side1536.jpg,0 720 923 780 1019;0 721 525 854 608;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x40756_y14170_side1536.jpg,0 717 724 819 813;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x39952_y14851_side1536.jpg,1 725 734 812 802;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x14032_y25166_side1536.jpg,0 730 708 806 829;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x18057_y23480_side1536.jpg,0 708 626 828 910;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x12390_y30666_side1536.jpg,0 683 677 853 859;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x13075_y34060_side1536.jpg,0 693 686 843 851;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x10310_y36163_side1536.jpg,0 713 737 823 799;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x13412_y38052_side1536.jpg,0 751 539 831 639;0 678 892 814 1005;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x10683_y40330_side1536.jpg,0 709 727 828 810;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x26586_y31048_side1536.jpg,0 658 715 878 821;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x24183_y28850_side1536.jpg,0 735 714 802 823;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x29707_y28704_side1536.jpg,0 729 716 808 820;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x38847_y26426_side1536.jpg,0 741 727 795 810;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x34969_y31232_side1536.jpg,0 736 705 800 831;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x36214_y33249_side1536.jpg,0 504 616 596 732;0 423 466 516 631;0 192 338 300 424;0 1207 788 1374 864;0 569 1124 693 1188;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x42929_y28594_side1536.jpg,0 734 722 802 814;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x46236_y28921_side1536.jpg,0 718 716 819 820;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x51344_y34005_side1536.jpg,0 703 719 834 817;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x36303_y40759_side1536.jpg,0 424 783 515 970;0 1298 922 1393 1121;0 1010 587 1123 732;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x40645_y34685_side1536.jpg,0 738 719 799 818;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x38763_y34583_side1536.jpg,0 717 707 820 829;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x20279_y51529_side1536.jpg,0 606 766 723 853;0 804 681 942 772;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x11658_y45044_side1536.jpg,0 719 694 817 843;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x16877_y42163_side1536.jpg,0 716 712 821 824;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x25724_y39359_side1536.jpg,0 727 705 809 831;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x45772_y44973_side1536.jpg,0 874 833 951 935;0 591 605 659 701;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x44948_y44765_side1536.jpg,0 1415 813 1483 909;0 702 645 750 707;0 48 732 129 832;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x25058_y6459_side1536.jpg,0 717 736 820 800;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x20535_y43437_side1536.jpg,0 907 422 1019 473;0 528 540 618 630;0 785 987 839 1049;0 746 1059 841 1119;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x52364_y23314_side1536.jpg,0 746 716 791 820;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x45727_y19463_side1536.jpg,0 710 743 826 793;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x43209_y18372_side1536.jpg,0 601 533 720 628;0 824 847 928 1067;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x38072_y14751_side1536.jpg,0 728 731 809 805;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x33737_y22563_side1536.jpg,0 701 726 836 810;
E:\wei\glandular1536_20211217\images\TG2367514.svs_x18648_y22412_side1536.jpg,0 683 636 795 766;0 764 796 832 877;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x32498_y10882_side1536.jpg,0 691 707 845 830;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x31781_y9279_side1536.jpg,0 711 670 825 866;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x41174_y18052_side1536.jpg,0 704 686 833 850;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x12746_y19147_side1536.jpg,0 739 707 798 830;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x10745_y24305_side1536.jpg,0 716 741 821 795;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x18994_y32775_side1536.jpg,0 724 740 813 797;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x14936_y41222_side1536.jpg,0 730 729 807 808;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x7583_y37453_side1536.jpg,1 651 658 885 878;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x32460_y43880_side1536.jpg,0 712 680 824 856;
E:\wei\glandular1536_20211217\images\TG2367639.svs_x34833_y34150_side1536.jpg,0 720 722 817 815;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x34511_y30943_side1536.jpg,0 719 743 817 793;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x41317_y29529_side1536.jpg,0 732 731 804 806;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x36515_y27328_side1536.jpg,0 732 740 805 796;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x33125_y26293_side1536.jpg,0 548 832 638 938;0 900 624 989 679;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x32884_y25532_side1536.jpg,0 1141 1385 1230 1440;0 875 731 940 822;0 312 266 390 345;0 498 61 542 188;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x31666_y24249_side1536.jpg,0 739 702 798 834;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x30619_y25121_side1536.jpg,0 708 726 829 810;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x29256_y23928_side1536.jpg,0 739 742 798 795;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x28804_y22334_side1536.jpg,0 729 725 808 811;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x30576_y20921_side1536.jpg,0 518 997 575 1085;0 625 904 690 952;0 972 545 1010 660;0 893 540 953 636;0 832 469 928 522;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x11588_y27084_side1536.jpg,0 359 662 487 778;0 1093 777 1134 857;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x8976_y16102_side1536.jpg,0 727 711 810 826;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x8130_y13541_side1536.jpg,0 656 687 880 850;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x19423_y7213_side1536.jpg,0 853 838 918 930;0 621 618 682 688;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x22829_y4546_side1536.jpg,0 720 721 817 816;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x24774_y5064_side1536.jpg,0 723 687 814 850;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x32170_y9193_side1536.jpg,0 711 749 825 788;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x29238_y7804_side1536.jpg,0 660 635 791 714;0 764 825 857 900;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x24514_y6911_side1536.jpg,0 708 740 829 797;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x20528_y21732_side1536.jpg,0 684 745 732 867;0 807 686 850 774;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x21601_y20477_side1536.jpg,0 658 746 759 892;0 799 655 859 780;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x35057_y21316_side1536.jpg,1 741 777 1076 1380;0 586 430 671 486;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x38153_y21983_side1536.jpg,1 715 701 822 835;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x43374_y21568_side1536.jpg,0 698 743 838 793;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x36436_y26020_side1536.jpg,0 686 678 850 858;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x34833_y24261_side1536.jpg,0 860 622 923 684;0 212 1165 279 1216;0 79 958 120 1043;0 601 847 688 921;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x33260_y21678_side1536.jpg,0 791 745 847 818;0 679 723 755 788;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x32842_y21550_side1536.jpg,0 1209 873 1265 946;0 1097 851 1173 916;0 350 596 455 711;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x21652_y17573_side1536.jpg,0 723 743 814 793;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x30714_y17153_side1536.jpg,0 716 735 820 801;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x32272_y30622_side1536.jpg,1 729 705 807 832;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x34064_y44495_side1536.jpg,0 725 743 812 794;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x26482_y44231_side1536.jpg,0 721 704 816 832;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x23654_y43419_side1536.jpg,1 645 669 891 868;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x19923_y41571_side1536.jpg,0 732 712 805 825;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x13178_y40720_side1536.jpg,1 729 692 807 845;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x18553_y31710_side1536.jpg,0 725 731 811 805;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x22987_y32706_side1536.jpg,0 580 541 718 694;0 864 432 913 513;0 720 1035 799 1094;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x21010_y30130_side1536.jpg,0 731 684 805 852;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x22104_y29421_side1536.jpg,0 725 746 811 790;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x27820_y37946_side1536.jpg,0 689 724 847 812;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x20110_y28593_side1536.jpg,1 711 731 825 806;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x15337_y17467_side1536.jpg,0 872 744 956 783;0 641 779 745 856;0 595 673 651 764;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x15480_y15811_side1536.jpg,0 717 732 820 804;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x40512_y30944_side1536.jpg,1 880 893 1000 976;0 558 555 637 651;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x29450_y32259_side1536.jpg,0 1009 688 1098 832;0 442 727 526 828;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x34312_y38612_side1536.jpg,0 732 711 805 826;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x37209_y38328_side1536.jpg,0 652 733 780 825;1 787 676 856 839;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x35073_y41862_side1536.jpg,0 716 745 820 791;
E:\wei\glandular1536_20211217\images\TG2367810.svs_x36715_y44581_side1536.jpg,0 724 741 812 795;
E:\wei\glandular1536_20211217\images\TG2367823.svs_x25386_y11072_side1536.jpg,0 717 723 820 814;
E:\wei\glandular1536_20211217\images\TG2367866.svs_x16978_y30039_side1536.jpg,0 696 727 840 809;
E:\wei\glandular1536_20211217\images\TG2367866.svs_x38529_y14429_side1536.jpg,0 667 837 815 1011;0 741 554 852 672;0 905 101 1036 207;
E:\wei\glandular1536_20211217\images\TG2367866.svs_x49659_y20929_side1536.jpg,0 723 736 813 800;
E:\wei\glandular1536_20211217\images\TG2367866.svs_x46138_y37590_side1536.jpg,0 728 692 809 845;
